row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ANKRD65	60.860003659125205	-0.36190359074037165	0.8041364719414944	-0.4500524517518741	0.6526726204806406	0.8958267530953882
TMEM88B	2.992240079249297	-2.5361141622231176	1.5905609935030898	-1.5944777802186125	0.11082906359459815	0.5059734149516304
VWA1	190.21788962806832	-0.5554022457826997	0.49822195589461205	-1.1147687074236103	0.2649495493906908	0.6784772293554558
ATAD3C	82.24731617473601	-1.662512475555565	0.4947431389494894	-3.360354787507823	7.784243934257214e-4	0.0562665046317737
ATAD3B	1234.4581694900523	-0.8744855013698591	0.3827075676088105	-2.2849966276698397	0.02231302550136059	0.2666105674651343
ATAD3A	844.3974233627622	-0.7311736007176404	0.4453863196663994	-1.6416615608339735	0.10066016201431811	0.48900535042651105
TMEM240	19.0463969110281	0.21449684862335064	0.5367229897060706	0.3996416265694471	0.6894204921607034	0.9089432688072608
SSU72	1119.0741425217955	-0.22183378882086172	0.3147167087887032	-0.704868164371273	0.4808922836777952	0.8208108271204028
MIB2	630.9588268677697	0.20940933440871073	0.33123625976547777	0.6322053465915143	0.5272527040921278	0.8424825122833787
MMP23B	8.915194922810231	0.7330468072173442	1.1914136934423485	0.6152747876343052	0.5383732649702319	0.848274183085845
CDK11B	1230.4335168469402	0.1737893691118341	0.25061592168384184	0.6934490352575191	0.4880277987494508	0.8245486945892008
SLC35E2B	723.8248044895169	0.019308985924900025	0.5334316518072876	0.036197675671251255	0.971124739322214	0.9936167291975241
CDK11A	1149.0028403675792	0.02904521155360331	0.27426397489557747	0.10590239408825715	0.9156597945444008	0.9783338752571875
SLC35E2	508.7061622059806	-0.31958864586020425	0.4915171734132366	-0.6502085036843958	0.5155575488849358	0.8388552497611895
NADK	1280.9779439428748	0.10377916572901205	0.4358184326952367	0.2381247738587132	0.8117843205505706	0.9489662432221971
GNB1	5412.400039315331	0.31364963784537	0.3697952037960064	0.8481711894197295	0.3963426397631864	0.7783479707990727
CALML6	12.877674461006793	0.2273878570529154	0.699409860519987	0.32511388513147416	0.7450948805040867	0.9287427781346971
TMEM52	37.56666889679855	-0.6200406315291889	0.936172080286471	-0.6623148079137917	0.5077694886810142	0.835760857938605
C1orf222	178.39564146700337	2.851406799392287	1.0954580982220494	2.6029355244350993	NA	NA
GABRD	32.78853515893446	-0.6589007103183689	0.6238043985659015	-1.0562617253631945	0.29084865727376347	0.6990155233195601
PRKCZ	769.3466276647376	-0.49870885793209974	0.4786744917025774	-1.0418538413406215	0.29747944731507603	0.7066794289776688
SKI	1826.6509508661982	0.22691822581538515	0.3695822920539402	0.6139856554119391	0.53922480629003	0.8489840388334526
MORN1	320.26448136295	0.10664362483149338	0.5317813292495555	0.2005403705729718	0.8410579880492582	0.9574284268219231
RER1	1733.2496028140306	-0.04270694376282079	0.3468604205369982	-0.12312429217696058	0.9020086752580632	0.9740175137940652
PEX10	228.27794022876046	-0.18288737710990785	0.36897250311115004	-0.4956666840152435	0.6201295963679883	0.8847656334152072
PLCH2	789.2791443274574	-0.028275548405267845	0.9982109718950684	-0.028326224817573097	0.97740196460912	0.9952933904019649
PANK4	544.2096947093484	0.19584971150997954	0.2771979137927094	0.7065338581748395	0.47985620470847645	0.8208108271204028
HES5	3.3805242215769185	-1.7744421022336319	1.0618952612449595	-1.671014239345307	0.09471886527886915	0.47510901467158967
TNFRSF14	755.9223406335691	1.2047994302693035	0.540740049080057	2.228056590812884	0.025876741511541887	0.28674414705143864
FAM213B	90.33957394006879	0.25857593009759394	0.5575411556389812	0.46377909053412897	0.6428060255103061	0.8921835556014226
MMEL1	14.152086677429326	-1.1110312939756877	0.8819604974905217	-1.2597290889296635	0.20776710801289058	0.626932482097723
TTC34	15.421838255412467	0.6999757658249074	0.7055682076916664	0.9920738465738766	0.32116150342439903	0.7264103916188649
ACTRT2	1.7551582067805316	-1.4073920701184437	3.145694726519367	-0.4474026224647959	0.6545843826727307	NA
PRDM16	147.49120462706978	-1.5947576350574975	1.021827064341525	-1.560692303726731	0.11859636804371701	0.5190534933898225
ARHGEF16	530.4915858301695	-0.5654135558174532	0.53741939843007	-1.0520899645028832	0.2927582759713825	0.701399344217027
MEGF6	986.0168714054737	-0.04584940385495475	0.7744563928763734	-0.05920204710902774	0.95279117914728	0.9890064623906112
TPRG1L	304.20624773397293	0.6023491861924418	0.35962869669955033	1.6749196927843355	0.0939499892629336	0.47325187817488873
WRAP73	350.0038023012711	-0.018174539872264972	0.24120313613797842	-0.07534951727107049	0.9399366243428421	0.9854047904062001
TP73	183.16859923654133	0.9504332599617625	0.8741075715836271	1.087318415787036	0.2768961126280318	0.6881422249305246
CCDC27	6.8605876440050935	-1.0264059583263179	1.0916960826419335	-0.9401938640673585	0.34711812860141517	0.7450098364188856
SMIM1	9.522188319481359	-0.7391997987289747	0.7945362115997053	-0.9303538189161734	0.35218792096219015	0.7487732337915378
LRRC47	656.8530789103131	-0.24767253605119866	0.30603645495795084	-0.8092909587690416	0.4183478055464425	0.7899438516164284
CEP104	1482.998051849565	0.07379810740951001	0.2184646365107604	0.3378034476800785	0.7355113115925362	0.9261711435683403
DFFB	120.0166517413098	0.17838017920825863	0.307671436364434	0.5797749096115927	0.5620664196337165	0.8575548421080676
C1orf174	503.0250852996012	0.20476216520265447	0.30412461459328843	0.6732837638824032	0.5007667800259978	0.8326123316483381
AJAP1	18.176092067501813	-0.7931794644943323	0.6297752355240905	-1.25946436085925	0.20786265516300642	0.626932482097723
NPHP4	735.9808241533129	-0.09501391799071188	0.3685508740376459	-0.25780407722220355	0.7965581176641242	0.944844082134156
KCNAB2	796.8356722507066	2.10029942544731	0.48883380006237187	4.29655114924403	1.734759541980913e-5	0.009553899050869548
CHD5	32.17678452105734	-2.1338207397396882	0.6422257747114416	-3.3225398664487344	8.92019237328364e-4	0.059188521442326225
RPL22	3031.7365496742536	-0.39279739945686337	0.4725029919378861	-0.8313119835408352	0.4057974065869857	0.7825116206091115
RNF207	317.0881589521939	0.5116737391271715	0.5192622441719423	0.9853859872734015	0.3244345100479984	0.7288506137441337
ICMT	505.2602723454664	-0.25373943267825316	0.3452181204977804	-0.7350119174288379	0.4623322361982951	0.8117929248360847
LINC00337	0.5246610424481755	-1.0950780189719567	2.426650580199839	-0.45127140590705694	0.6517939508051992	NA
HES3	1.748636474926741	-3.6970342400362903	3.078248375612268	-1.2010188226935863	0.22974389997215053	NA
GPR153	122.63677436228339	-1.159547358083585	0.6391168122065385	-1.8142964414912979	0.06963209913066089	0.42475831881107184
ACOT7	705.9107920959256	-0.031954490581155744	0.425502377444154	-0.07509826566209887	0.9401365277310817	0.9854047904062001
HES2	33.408654126267614	-0.6988085042241898	0.8935905436910205	-0.7820231639177002	0.4342009604794141	0.7986171986795279
ESPN	644.8804138429184	-0.5823849488687435	0.7872054279755203	-0.73981317731317	0.4594133621675178	0.8098183686900384
TNFRSF25	405.92587385458023	-1.0042068179754335	0.6663117847694074	-1.5071124973768286	0.13178182395108642	0.5420492420593322
PLEKHG5	1526.3147092448253	-0.8304377331951445	0.6213470739243931	-1.3365118595475898	0.18138202677184123	0.5987005467804344
NOL9	836.946167314384	-0.11079334356994108	0.2416247967603809	-0.45853465809560406	0.6465683686535117	0.893803578909397
TAS1R1	16.48375455662138	-1.3562629008220604	0.8812917021746435	-1.5389489058791717	0.12381677037484169	0.52842239996862606
ZBTB48	450.26587688629684	0.06046437847124657	0.3619897088051131	0.16703341835554555	0.8673437542438304	0.9638662011251203
KLHL21	228.88269196463415	0.19986329837781577	0.4141280831206485	0.4826122799298045	0.6293710582342544	0.8880504645898646
PHF13	298.52475294534753	-0.0216411136995172	0.30864672889573197	-0.07011612848431668	0.9441012296222372	0.9864314498082971
THAP3	166.8511552111766	0.012691793542469609	0.2618995628790522	0.04846053732564191	0.9613492141215348	0.9916489102997021
DNAJC11	1432.2102991490297	-0.010967189812150377	0.2810130468433082	-0.03902733319804059	0.9688685964691552	0.9932019305617117
CAMTA1	451.2722416057811	-0.19839051876527317	0.28076000511275795	-0.7066195866665418	0.479802913650792	0.8208108271204028
VAMP3	508.214578734479	0.6400508786144639	0.3395141726140716	1.8851963489076926	0.059403333587606084	0.40174452621139084
PER3	1860.6690000362325	0.07149156738097516	0.7291310678912748	0.09805036505677427	0.9218923004744622	0.9800682141536491
UTS2	49.76816571889339	0.3182114052265959	0.9128078200751405	0.34860722950467427	0.7273841994829896	0.9225434409786447
TNFRSF9	54.9095294483585	1.3052157913918356	0.8751657111135414	1.4913927440451342	0.13585841201422444	0.5470701216716989
PARK7	5679.885599836567	-0.1664813210237874	0.44096208683607074	-0.3775411220005348	0.7057715105235634	0.9143921446324605
ERRFI1	2485.587995774104	-0.39460225756663664	0.7820487692063587	-0.5045749998009564	0.6138573727361187	0.882092730276838
SLC45A1	52.130899852008284	0.12309668869981728	0.7476041984494874	0.1646548921944483	0.8692156230847965	0.9642827299294071
RERE	4646.418497738831	-0.15038407670156936	0.4613878936484294	-0.325938497242322	0.7444708881728856	0.9283831243408873
ENO1	31155.519639487753	0.2906965533122841	0.5602588928227279	0.5188611140961643	0.6038575964377749	0.8770188618851378
CA6	8.667368355556771	-0.36246247659129427	1.3994618455773715	-0.25900132807247367	0.7956342157960133	0.9442627377516108
SLC2A7	5.451208470948205	-0.6175746884643022	1.2233206822425013	-0.5048346663543771	0.6136749651837929	0.8820476533072316
SLC2A5	435.83022505092015	2.891248577016903	0.741475299033893	3.8993188050688437	9.646369404062424e-5	0.018750272387519924
GPR157	210.42558047674547	-0.5206055369198679	0.5499073509642853	-0.9467149984574028	0.34378402563463684	0.7414439064408099
H6PD	2776.666479862197	0.9321007692063066	0.4643569969672732	2.007293473112022	0.04471842372162029	0.35965088896662106
SPSB1	227.34341622451896	0.22897090087539862	0.4711862859023772	0.48594559673334375	0.6270057387689403	0.887693985941768
SLC25A33	85.06874927665751	-0.5860710345250648	0.47504079256754295	-1.2337278054741692	0.21730434911961183	0.6356146695836957
TMEM201	206.67623541637516	0.07337322275422259	0.5358549445996651	0.1369273970384642	0.8910881830891807	0.9708888789896758
PIK3CD	1500.011463603972	1.5414088436990818	0.5490226252413831	2.8075506779367907	0.004991982457915684	0.13405159951187776
CLSTN1	6475.693882778549	0.0206035944204416	0.39482712678288473	0.052183836982841125	0.9583822116043949	0.9913611805166582
CTNNBIP1	200.10979176504813	-0.8392582715495572	0.5180937619171152	-1.619896499899997	0.10525451185151097	0.4986214301367015
LZIC	368.8122307149204	0.10485863394181272	0.301620923207335	0.3476503978131935	0.7281027523506395	0.922807124450542
NMNAT1	107.87140674416524	0.27082926650065253	0.3532983097649827	0.7665739093991438	0.4433348927876993	0.8035143004339573
RBP7	108.25746625882286	0.4221113870436947	0.8083113411568581	0.5222138618512606	0.6015214356272041	0.8761947985783982
UBE4B	3459.477073512755	0.11958284343550889	0.30710235441554146	0.3893908389699313	0.6969870478052305	0.9117912322492709
KIF1B	8138.246332378852	-0.0404866475502898	0.36974484651525585	-0.10949888262639869	0.9128068079761524	0.9777240895547481
PGD	5574.03995943469	1.1430503394127183	0.7115759156540222	1.606364569495189	0.10819383084114838	0.5026936088744245
APITD1-CORT	118.98727788061969	-0.003942306439729929	0.3566047744236662	-0.011055114015513014	0.9911794748770216	0.9984266933247857
CORT	2.093945542636483	-1.403664824554545	1.4478727504923325	-0.9694669811813538	0.3323122468677126	NA
DFFA	434.6691441561567	-0.09901740853891725	0.36045560824443407	-0.2747007017623403	0.7835461919677822	0.9407765387689806
PEX14	776.5656519869482	0.2327523382121141	0.2800198894857625	0.8311993074475815	0.40586104599773853	0.7825116206091115
CASZ1	1713.2654941841151	-0.7706767790764252	0.6113825847558146	-1.2605474841653077	0.20747192964627367	0.626932482097723
C1orf127	12.816084890173844	1.1629304595825163	0.6058452682961157	1.919517276833987	0.05491890194096177	0.3889651377585317
TARDBP	3526.5569611938704	-0.1082083983822208	0.23617515464635996	-0.4581701176156658	0.6468302267625776	0.8939296534145802
MASP2	99.81830098890632	-0.3748630685300949	0.6308939626983675	-0.5941776125528058	0.5523933247357703	0.8544432898050107
SRM	485.8591450414229	0.12118728395173704	0.450809032431738	0.2688217742622257	0.7880668364838457	0.9423492995864586
EXOSC10	2062.894706342176	0.04438520503537355	0.24285722921212885	0.18276254398259786	0.8549843391122699	0.9599747666954853
MTOR	5463.3664888726535	-0.1941115928306225	0.33996167003271066	-0.570980819137479	0.5680126448884855	0.8597988931605641
ANGPTL7	84.0937733787467	-0.25935764673130307	0.4938108523275301	-0.5252165794025094	0.599432640746419	0.8752248948886951
UBIAD1	627.1931483841729	0.1966990673430272	0.32727445560047586	0.6010217539958264	0.5478254971650416	0.8523722144044554
FBXO2	125.63092812296848	1.1013018472682914	1.0916751948362056	1.008818238682734	0.3130618123795975	0.7205917057865296
FBXO44	209.50271060890347	0.6662309806810531	0.4463423459150325	1.4926456940025123	0.13552995562610404	0.5468677617690514
FBXO6	174.09725334249725	0.8220878800618092	0.4131226025260468	1.9899368251340779	0.046597895142430935	0.36442800139991566
MAD2L2	384.52670232860817	-0.20598442809412112	0.40767160366810673	-0.505270483008223	0.6133688714954743	0.8819315231399537
DRAXIN	8.435268838327568	-0.8491717776115423	1.027969202442938	-0.8260673331394666	0.40876589716081346	0.7843026539183556
AGTRAP	364.91325413118346	0.8585903685649662	0.4934395864893347	1.7400111220779078	0.08185706502703714	0.4499143141639081
MTHFR	1007.9453228934607	0.611768796750129	0.3942675441192703	1.5516590342649714	0.12074382964314749	0.522780281279896
CLCN6	680.269602056725	0.21399822618531242	0.38299171572317636	0.55875419075641	0.5763294899564837	0.8631010082038324
NPPA	81.1445168211018	-0.03507294373203525	0.4906166131997479	-0.07148747675561441	0.9430097911589663	0.9858416422081906
NPPB	1.2793285203043028	9.07415257833826e-4	1.8319862483833393	4.953177233915302e-4	0.9996047936519739	NA
KIAA2013	673.6870138497774	0.25863086320740336	0.3810023088220426	0.678817049710331	0.4972537894180221	0.8306964508854863
PLOD1	6809.7138488547525	0.8645417849583452	0.5420287430289926	1.5950109585094487	0.11070978525663602	0.5058481946930697
MFN2	4927.039283527864	-0.056805311612458685	0.34861683765940793	-0.16294483075988545	0.870561872651969	0.964354692722679
MIIP	282.8414912390194	0.15121207940072467	0.33127982561300795	0.45644819789710495	0.6480677135030579	0.8944128291000734
TNFRSF8	35.06664757184744	1.469963949239256	0.7248634437711844	2.0279184470823934	0.04256857207560799	0.35233050426901075
TNFRSF1B	879.6301468928795	2.650915013122453	0.663294648715722	3.996587366195675	6.426217182905759e-5	0.015681028524323966
VPS13D	9030.887550632397	-0.042848227485794164	0.3852422364099497	-0.11122411676636067	0.9114386278672018	0.9770096566894726
DHRS3	1017.2687517225921	0.8847861484588752	0.5309249258171219	1.666499547176358	0.09561395831385183	0.47763081340123076
AADACL4	0.6937344484072084	-2.36210254368713	3.4477469685185516	-0.6851148199840467	0.49327146911094116	NA
AADACL3	2.0629170437790174	-0.4836434045530762	2.092696753044407	-0.2311101232653431	0.8172292507669936	NA
C1orf158	25.651269894944207	3.676729420623039	1.9374926697999593	1.8976739772660152	NA	NA
PRAMEF12	1.1066240472947453	0.5674309282624902	2.3106939874393695	0.24556731931920478	0.8060171900607402	NA
PRAMEF1	0.9637009101139374	-1.1781715190780016	3.272527297691608	-0.3600188514574244	0.7188330360921393	NA
PRAMEF11	3.557544979931762	-1.438995349473305	1.6681515184000757	-0.8626286842657108	0.38834165412125293	0.7736073276791376
HNRNPCL1	13.18402861634822	-0.9036555920741112	0.9503710802336678	-0.9508450024088794	0.3416830639277703	0.7393397267316616
PRAMEF2	1.3838640720781754	0.3370259609430895	1.7707217300724147	0.1903325379811692	0.8490485580337384	NA
PRAMEF4	2.5255065744262897	-4.227841663457489	3.4263043909834856	-1.2339363877252978	0.21722660901428556	NA
PRAMEF10	1.4921943164996703	-3.467685174358334	3.4319452973668425	-1.01041388305895	0.31229703920544655	NA
PRAMEF7	0.3402613318016941	-1.3599670927454812	3.471296818228803	-0.39177493713700684	0.6952245149862051	NA
PRAMEF6	0.1250662647810569	-0.5352368043079306	3.47306314760016	-0.15411087606563448	0.8775223128688829	NA
PRAMEF22	0.5328607374196838	-1.985692926634813	3.4565079265956937	-0.5744794945662158	0.5656433726484535	NA
PRAMEF23	0	NA	NA	NA	NA	NA
PRAMEF25	0.6517038848492834	-2.2774490521893487	3.3233766934780427	-0.685281646422666	0.49316621112773534	NA
PRAMEF26	2.5373419770188783	-4.235476059840301	3.4262614269233014	-1.2361800610304434	0.21639164049820037	NA
PRAMEF3	0	NA	NA	NA	NA	NA
PRAMEF5	0.14254015625252286	-0.5352368043079311	3.47306314760016	-0.15411087606563462	0.8775223128688828	NA
PRAMEF8	0.07127007812626143	-0.2729326228452915	3.47306314760016	-0.07858556301629134	0.9373622710660345	NA
PRAMEF9	0.07127007812626143	-0.2729326228452915	3.47306314760016	-0.07858556301629134	0.9373622710660345	NA
PRAMEF18	0.3514965073315336	-1.3692161662395184	3.4711798254933113	-0.39445267461616756	0.6932468608228195	NA
PRAMEF16	2.1184574912512857	5.113401143275602	3.3303537283402513	1.5353928022006142	NA	NA
PRAMEF21	0	NA	NA	NA	NA	NA
PRAMEF15	0.07127007812626143	-0.2729326228452915	3.47306314760016	-0.07858556301629134	0.9373622710660345	NA
PRAMEF14	0.6414307031363529	-2.246334534070918	3.4502052278953057	-0.6510727292130466	0.5149995394968335	NA
PRAMEF19	0.13955527348464303	-0.5352368043079311	3.47306314760016	-0.15411087606563462	0.8775223128688828	NA
PRAMEF17	0.9959475537664094	-2.8875910854786278	3.4387464104500656	-0.839722020996802	0.4010642641032554	NA
PRAMEF20	0.28358787112110584	-1.0598451672332103	3.47306314760016	-0.3051615021643212	0.7602431516182483	NA
LRRC38	2.9687978670085156	-2.425148433652105	2.147962318503805	-1.1290460790491792	0.2588783958602231	0.6721790499001369
PDPN	313.3890701349763	1.1412053655961367	0.6653429557073367	1.715213719190734	0.08630605047733474	0.4582096934403999
PRDM2	2693.274228466483	0.22183043593088245	0.2843691978008808	0.7800789876202103	0.4353443836958694	0.7988936251926523
KAZN	241.9541726296417	-0.1811051480521897	0.6774655157029174	-0.2673274784536901	0.7892170316332898	0.9424694910385482
TMEM51-AS1	3.5135185884289357	-0.09636415411770334	1.3910471164171045	-0.06927454360130288	0.9447710883108879	0.9867569328701239
TMEM51	283.8732565434814	0.7328255936196911	0.7549426351965798	0.9707036792654722	0.331695859172318	0.733809399828083
C1orf195	148.99213448377915	0.7382505128081357	0.5871825992868888	1.257275869047743	0.20865375882081666	0.6274547630079597
FHAD1	1058.490215215611	1.6980436682884912	0.8377012462155984	2.0270277452248977	0.04265957529904164	0.35233050426901075
EFHD2	2446.5445571950227	0.5995281568209593	0.6410519471530474	0.9352255452674344	0.34967207633111896	0.7462977373607239
CTRC	12.415698850335861	-0.7206241967885282	0.8278917169514545	-0.8704329105285442	0.38406386797917136	0.7710210482080035
CELA2A	5.908194931783965	0.008509648467262316	0.9197828280269873	0.00925180184709062	0.9926182354548022	0.9984906338875705
CELA2B	26.55960740956551	-0.27605027576374147	0.44582087825134165	-0.619195486865718	0.535787584640963	0.8468652514529791
CASP9	311.29598068190387	0.25760773206895143	0.31935553249002024	0.8066487217565319	0.41986889500406904	0.7907399519740637
DNAJC16	972.5185370601321	0.06755900130194026	0.28841268812255144	0.23424420659757275	0.8147953976119844	0.95030040322261
AGMAT	61.91954819617023	-0.3419017473652215	0.6239439829452661	-0.5479686585826311	0.5837134233288224	0.8673543646226103
DDI2	1187.836991215411	-0.3019086924832862	0.3131390836798295	-0.9641360922930149	0.33497769969439894	0.7349808495912492
RSC1A1	0	NA	NA	NA	NA	NA
PLEKHM2	2119.9315122551384	0.4664127801014406	0.35315554490487533	1.3207007134124762	0.18660117611942806	0.604799431855915
SLC25A34	13.054867777315405	-0.1792875654841136	0.7861022484082626	-0.22807155919874753	0.819590609914097	0.9524037176115283
TMEM82	2.0652200166921006	-3.9445530530774353	1.573254263257044	-2.507257183534458	0.012167214667737273	NA
FBLIM1	281.4175948447352	-0.64824952668156	0.4646754085081	-1.3950588191504436	0.16299810309931162	0.5820794171861733
SPEN	5696.328172188226	-0.011359374270781248	0.2357309157542374	-0.048187885048662976	0.9615665053025793	0.9916917364276332
ZBTB17	540.5383284527236	0.19452519352285527	0.25585663515586715	0.7602898138809301	0.44708136921079794	0.8040667894469411
C1orf64	0.46625874245880455	-0.9223317704933637	3.466123465348881	-0.26609893724617417	0.7901630134576053	NA
HSPB7	38.90870160981832	1.6808933148586207	0.7419007803265476	2.265657833812731	0.023472341130331437	0.2742645121324866
CLCNKA	90.23502355757766	1.359365153685971	0.7864155903057801	1.7285582463559912	0.08388818792234896	0.4541286503450359
CLCNKB	57.536502756280235	0.43639202720844106	0.7787426060711036	0.5603803154037215	0.5752200553928909	0.8624792835738663
FAM131C	18.508273239891025	-0.8274739873632992	1.009595516809688	-0.8196094114780829	0.4124388066873587	0.787144965240677
EPHA2	3255.346676965739	-0.6897097255490796	0.8074215862643189	-0.8542126409329055	0.39298718036651614	0.7765855037323903
ARHGEF19	423.0022437074562	-0.7008804150141597	0.521453847815385	-1.3440890655049855	0.17891958755037335	0.5969629413298617
RSG1	52.922890136342936	-0.34008114137633416	0.39716029989242285	-0.8562818123272908	0.391841918947281	0.7758488017296354
FBXO42	1105.2591513905031	-0.014204797780768176	0.3259613605999205	-0.04357816446288217	0.9652406573937546	0.9923763723118956
SZRD1	742.663606137168	-0.0037478704121179326	0.3526305614994208	-0.010628319894287122	0.9915199873014204	0.9984266933247857
SPATA21	20.579178069401678	-0.20753955309575886	0.564797975894494	-0.3674580327011085	0.7132773906123597	0.9178629688775526
NECAP2	1075.7500138631362	1.0058324312103344	0.4330883677034251	2.3224646659157537	0.020207928877695548	0.2584174929700355
CROCC	1299.820615043734	0.1281889220631044	0.5427548367967691	0.23618199852377159	0.8132914475218507	0.9494242419243989
MFAP2	738.4905188893825	0.2891992807224328	0.6386587202928149	0.45282287947127614	0.6506762872176544	0.8952899907865965
ATP13A2	2600.381557308745	0.3810995714718828	0.3766192220394628	1.0118962314460693	0.3115876713480414	0.718978869841545
SDHB	2791.5461479719042	0.13217738389793007	0.3569096770703188	0.37033847045813867	0.7111303129939957	0.9175724865546809
PADI2	236.67735731665118	0.8923594899703683	0.9670828705563904	0.9227332187746934	NA	NA
PADI1	274.6592973897229	-1.848622397857587	1.315841071964118	-1.4048979297311353	0.160051632303418	0.5790175320597925
PADI3	128.6790873832979	1.8028053980587055	1.2507227420450413	1.4414109038354581	NA	NA
PADI4	25.647583188239693	0.7869516783133645	1.0661582505313834	0.73811901555997	0.4604421294011184	0.8103995424101968
PADI6	2.998017999881451	-1.3542444599543795	1.3336818843603184	-1.0154179012515594	0.3099066633855474	0.717504323245582
RCC2	3321.024636066203	-0.47172563192583633	0.42416406880018365	-1.1121301086633486	0.26608221287888745	0.6788295039082952
ARHGEF10L	1239.350091089723	0.8638912578041411	0.5965701897233412	1.4480965906204093	0.1475900389393493	0.5639764783965031
ACTL8	1.408227871455202	-2.5629362177574904	3.2087293764443157	-0.7987386647725191	0.4244419621297787	NA
IGSF21	30.82594107012459	1.1662283551404398	0.8035048915729363	1.4514265779483162	0.1466611133775879	0.5620143245067066
KLHDC7A	40.83847435115679	-0.26270833019255235	1.1930059602487784	-0.22020705591258707	0.8257099016761738	0.9546757774685711
PAX7	4.899465700584997	-3.7699793380730573	1.7185365822449818	-2.193714918275529	0.02825591066744932	0.29811248789757194
TAS1R2	2.844221580807577	-3.0533340653168715	1.8161996677451269	-1.6811665146419108	0.09273057564463574	NA
ALDH4A1	301.77038832347023	-0.10625623544274244	0.4711049176587982	-0.22554686113401906	0.8215538744431847	0.9532281077981257
IFFO2	700.7295569725505	-0.18343063423630898	0.5532059676296995	-0.3315774683744776	0.7402083355609876	0.9271506882099086
UBR4	19733.51693126191	-0.1451080083509095	0.24591604127692873	-0.5900713414116072	0.5551428213478737	0.8548061224892424
EMC1	2456.741406726412	-0.06201372462812369	0.33104250395477114	-0.18732858737860547	0.8514030102219832	0.9598584555529052
MRTO4	490.71534297943043	-0.519153012018519	0.45663022767198697	-1.136922132083302	0.25557083908269157	0.6695857130730662
AKR7L	56.771973048579355	-1.542168347388688	0.6642982172202034	-2.3215000543611057	0.02025987116607911	0.2586812916583919
